iter	RMSE
834	18.24220165
835	18.2388547
836	18.2359321
837	18.23225075
838	18.22944699
839	18.22379077
840	18.21969954
841	18.21597766
842	18.21247621
843	18.20915506
844	18.20575343
845	18.20368582
846	18.20142987
847	18.19913625
848	18.19591315
849	18.19317231
850	18.18965339
851	18.1865213
852	18.18231555
853	18.18025327
854	18.17720376
855	18.17596225
856	18.17500216
857	18.17147743
858	18.16789929
859	18.16582257
860	18.16386786
861	18.16052445
862	18.15682091
863	18.15437659
864	18.15120073
865	18.14785262
866	18.14421121
867	18.14110172
868	18.13796667
869	18.13509452
870	18.13050211
871	18.12921307
872	18.12532215
873	18.12181384
874	18.11945371
875	18.1160118
876	18.11371577
877	18.111619
878	18.10867382
879	18.10563682
880	18.10242208
881	18.09964059
882	18.09648929
883	18.09280317
884	18.09164037
885	18.08890265
886	18.08627884
887	18.08393064
888	18.07981999
889	18.07687388
890	18.07475441
891	18.0714989
892	18.06821668
893	18.06494813
894	18.06117239
895	18.05957675
896	18.05600574
897	18.05466272
898	18.05112342
899	18.04777486
900	18.04447644
901	18.04187111
902	18.03943054
903	18.0369703
904	18.03450336
905	18.03112151
906	18.02613996
907	18.02337241
908	18.0208674
909	18.01779489
910	18.01664036
911	18.01377148
912	18.01160524
913	18.00825808
914	18.00574229
915	18.00133763
916	17.99786572
917	17.99433397
918	17.99084602
919	17.98863974
920	17.9853941
921	17.98256126
922	17.97931521
923	17.97583712
924	17.97292385
925	17.97049005
926	17.96772499
927	17.96528121
928	17.96222937
929	17.96005158
930	17.95748248
931	17.95341308
932	17.95010556
933	17.94591143
934	17.94379891
935	17.94265317
936	17.93974503
937	17.93694236
938	17.93432588
939	17.93261231
940	17.92958428
941	17.92760138
942	17.92490231
943	17.92206135
944	17.9190959
945	17.91616692
946	17.91347909
947	17.91011229
948	17.90666578
949	17.90410397
950	17.90175269
951	17.89873153
952	17.89606015
953	17.89409092
954	17.89032393
955	17.88844464
956	17.88471542
957	17.88363376
958	17.88059282
959	17.87784682
960	17.87512337
961	17.87308003
962	17.87087993
963	17.86743196
964	17.8646193
965	17.86097384
966	17.85812549
967	17.85572643
968	17.85335236
969	17.85030933
970	17.84673883
971	17.84397449
972	17.84000529
973	17.83735134
974	17.83476689
975	17.83179399
976	17.8267929
977	17.82332619
978	17.81835572
979	17.81424609
980	17.81081731
981	17.80698251
982	17.8032305
983	17.80018113
984	17.79935314
985	17.79615605
986	17.79137136
987	17.78937502
988	17.78561624
989	17.78311584
990	17.78040301
991	17.77799646
992	17.77636129
993	17.77331964
994	17.77057429
995	17.76813015
996	17.76588096
997	17.76207179
998	17.75896349
999	17.75648541
